otu,genus,dx,statistic,estimate,p.value,bh,scfa,model
Otu00438,Lachnospiraceae_unclassified,adenoma,898093.6426001588,-0.29125494967816706,1.7795673441705297e-4,0.0049578104245743175,propionate,adn_reg
Otu00597,Oscillibacter,adenoma,898411.5689855785,-0.2917120557073533,1.7364224353651282e-4,0.0049578104245743175,propionate,adn_reg
Otu00178,Ruminococcaceae_unclassified,adenoma,895868.7529148832,-0.28805606296710823,2.110605431581924e-4,0.005007891069480746,propionate,adn_reg
Otu00308,Firmicutes_unclassified,adenoma,896303.8901359489,-0.2886816915918288,2.0416675122054975e-4,0.005007891069480746,propionate,adn_reg
Otu00492,Clostridiales_unclassified,adenoma,896845.2259204547,-0.28946000966248947,1.9588291242128407e-4,0.005007891069480746,propionate,adn_reg
Otu00179,Ruminococcaceae_unclassified,adenoma,894710.2606579623,-0.28639041387445685,2.3048422707719872e-4,0.005230989849317293,propionate,adn_reg
Otu00232,Ruminococcaceae_unclassified,adenoma,893062.8858758727,-0.2840218626004608,2.609784326473115e-4,0.005676280910079026,propionate,adn_reg
Otu00709,Clostridiales_unclassified,adenoma,892507.6978186507,-0.28322362810365004,2.720721626361356e-4,0.0056808667558425115,propionate,adn_reg
Otu00014,Lachnospiraceae_unclassified,adenoma,503549.5791516903,0.27600992185459744,3.941327713063175e-4,0.007827574637471461,propionate,adn_reg
Otu00162,Clostridiales_unclassified,adenoma,887121.05196525855,-0.27547885318216375,4.0487455021404116e-4,0.007827574637471461,propionate,adn_reg
Otu00349,Pseudoflavonifractor,adenoma,885760.1407213407,-0.2735221714995123,4.468327680769568e-4,0.008042989825385222,propionate,adn_reg
Otu00790,Bacteria_unclassified,adenoma,885972.184953058,-0.2738270430081924,4.4004121989377014e-4,0.008042989825385222,propionate,adn_reg
Otu00435,Ruminococcaceae_unclassified,adenoma,881720.990924203,-0.2677147902636918,5.961936840542176e-4,0.010373770102543386,propionate,adn_reg
Otu00562,Ruminococcaceae_unclassified,adenoma,879326.804664276,-0.26427249347865756,7.052136350696102e-4,0.011837230506368241,propionate,adn_reg
Otu00987,Ruminococcaceae_unclassified,adenoma,878916.2800529298,-0.26368225220400554,7.256539774018845e-4,0.011837230506368241,propionate,adn_reg
Otu01613,Clostridiales_unclassified,adenoma,878342.6637766563,-0.2628575221081439,7.551285750548431e-4,0.011944761096322065,propionate,adn_reg
Otu00309,Ruminococcaceae_unclassified,adenoma,877831.8418562928,-0.2621230760528711,7.822993599432937e-4,0.01201059605559998,propionate,adn_reg
Otu00084,Ruminococcaceae_unclassified,adenoma,875609.5870458059,-0.2589279776941079,9.112828933298641e-4,0.013279434015302086,propionate,adn_reg
Otu00184,Clostridium_XlVa,adenoma,875536.755417807,-0.2588232623329409,9.158230355380748e-4,0.013279434015302086,propionate,adn_reg
Otu00134,Actinomyces,adenoma,518342.18571221206,0.25474150892539094,0.0011098349272979514,0.015245627159198173,propionate,adn_reg
Otu00799,Clostridiales_unclassified,adenoma,873094.5352947986,-0.25531190374798496,0.001080630799360508,0.015245627159198173,propionate,adn_reg
Otu00321,Bacteroides,adenoma,871647.0630307005,-0.2532307669523531,0.0011907118120261394,0.015324204940658503,propionate,adn_reg
Otu00382,Ruminococcaceae_unclassified,adenoma,871903.8172500724,-0.25359992128202263,0.001170466150305705,0.015324204940658503,propionate,adn_reg
Otu00536,Ruminococcaceae_unclassified,adenoma,871123.6263991408,-0.25247818380368764,0.0012329820067196497,0.015324204940658503,propionate,adn_reg
Otu01456,Clostridiales_unclassified,adenoma,871226.3440721288,-0.25262586851870383,0.0012245803242209542,0.015324204940658503,propionate,adn_reg
Otu00507,Acidaminococcaceae_unclassified,adenoma,870401.8561896504,-0.251440441956594,0.0012935213705860017,0.015702747801067278,propionate,adn_reg
Otu00316,Firmicutes_unclassified,adenoma,870026.7863435093,-0.2509011765923471,0.001326042610612744,0.015731687334996643,propionate,adn_reg
Otu00416,Ruminococcaceae_unclassified,adenoma,869153.916886631,-0.24964618830030924,0.0014046396171506095,0.01629381955894707,propionate,adn_reg
Otu00203,Ruminococcaceae_unclassified,adenoma,866861.8727229591,-0.2463507486815034,0.0016317009340032283,0.018274923580200744,propionate,adn_reg
Otu00772,Clostridium_XlVa,adenoma,866732.6899337968,-0.24616501313232778,0.0016454433108609864,0.018274923580200744,propionate,adn_reg
Otu00323,Ruminococcaceae_unclassified,adenoma,865919.6070284018,-0.24499598434035216,0.0017343874617415968,0.018861463646439865,propionate,adn_reg
Otu00353,Bacteria_unclassified,adenoma,865259.5778772528,-0.24404701213085575,0.0018097850893672323,0.019279751360197862,propionate,adn_reg
Otu00092,Ruminococcaceae_unclassified,adenoma,863272.7159730783,-0.24119035537882186,0.002055112802707224,0.021455377660263418,propionate,adn_reg
Otu00220,Lachnospiraceae_unclassified,adenoma,859319.6992257936,-0.23550681393172532,0.002635101906365703,0.026452369136978786,propionate,adn_reg
Otu00545,Ruminococcaceae_unclassified,adenoma,859414.8121796896,-0.2356435647856131,0.002619563852818895,0.026452369136978786,propionate,adn_reg
Otu00252,Lachnospiraceae_unclassified,adenoma,858289.7780914142,-0.23402602095038855,0.002808778505246072,0.027545614884806238,propionate,adn_reg
Otu01228,Ruminococcaceae_unclassified,adenoma,858056.390021982,-0.23369046184434952,0.0028495463673937488,0.027545614884806238,propionate,adn_reg
Otu00128,Parasutterella,adenoma,857139.9060809974,-0.2323727658169389,0.003014863812344819,0.0276221602311071,propionate,adn_reg
Otu00326,Streptococcus,adenoma,533907.3842494625,0.23236228397535297,0.003016212898799051,0.0276221602311071,propionate,adn_reg
Otu00606,Oxalobacteraceae_unclassified,adenoma,857604.5424088995,-0.2330408074662117,0.0029299986069635186,0.0276221602311071,propionate,adn_reg
Otu00845,Ruminococcaceae_unclassified,adenoma,856316.5742434082,-0.2311890013851625,0.0031707155346868284,0.028536439812181454,propionate,adn_reg
Otu00522,Firmicutes_unclassified,adenoma,855972.3477574174,-0.23069408177682502,0.003238004440609611,0.02864810708471554,propionate,adn_reg
Otu00069,Bacteroides,adenoma,852027.5114625628,-0.22502230196480733,0.0041064668512615,0.03510365794994867,propionate,adn_reg
Otu00379,Streptococcus,adenoma,539268.2025352247,0.22465464323782972,0.00416939998639237,0.03510365794994867,propionate,adn_reg
Otu00502,Oscillibacter,adenoma,851881.0781277665,-0.22481176404383277,0.004142399903750512,0.03510365794994867,propionate,adn_reg
Otu00132,Firmicutes_unclassified,adenoma,850226.7204994062,-0.2224331730207705,0.004568437743190855,0.0378527698721528,propionate,adn_reg
Otu01217,Ruminococcaceae_unclassified,adenoma,849877.8819196076,-0.22193162226766674,0.004663139625957099,0.03803373257421259,propionate,adn_reg
Otu01089,Clostridiales_unclassified,adenoma,848134.550414531,-0.21942510699121678,0.005163309684698843,0.04146534854481225,propionate,adn_reg
Otu00223,Clostridiales_unclassified,adenoma,846935.0155862478,-0.21770044799034938,0.0055348160991493004,0.04312200005605873,propionate,adn_reg
Otu00344,Clostridiales_unclassified,adenoma,847035.5509492935,-0.21784499503866664,0.005502786426475397,0.04312200005605873,propionate,adn_reg
Otu00586,Lachnospiraceae_unclassified,adenoma,846666.5071440384,-0.21731439375436853,0.0056211789299405665,0.043150814726896705,propionate,adn_reg
Otu00747,Ruminococcaceae_unclassified,adenoma,846102.4315653522,-0.21650338101758723,0.005806540457329495,0.0439277408511014,propionate,adn_reg
Otu00074,Dorea,cancer,88309.87973491922,0.3819297330982698,1.3391055917843435e-4,0.04052425382637428,butyrate,crc_reg
Otu00107,Roseburia,cancer,88794.0056416832,0.378541393885196,1.5526534033093593e-4,0.04052425382637428,butyrate,crc_reg
Otu00148,Lachnospiraceae_unclassified,cancer,90468.75036596984,0.36682005622921443,2.5587454651988177e-4,0.044522171094459426,butyrate,crc_reg
Otu00053,Butyricimonas,cancer,199569.03755028485,-0.39675978128698813,6.873755639874738e-5,0.028724404273678287,propionate,crc_reg
Otu00659,Firmicutes_unclassified,cancer,198084.01442105428,-0.3863662823422051,1.1005518878803942e-4,0.028724404273678287,propionate,crc_reg
Otu00074,Dorea,cancer,89640.88272336719,0.3726142026640034,2.0035930935416137e-4,0.03486251982762408,propionate,crc_reg
Otu00001,Blautia,cancer,90644.63440965576,0.36558906488202864,2.6936281449446746e-4,0.035151847291528,propionate,crc_reg
